Country/area,Type,Age Category,Capacity (MW),Capacity %
Bosnia and Herzegovina,Wind,40-49 years,0.0,0.0
Bosnia and Herzegovina,Wind,50+ years,0.0,0.0
Bosnia and Herzegovina,Hydropower,0-9 years,0.0,0.0
Bosnia and Herzegovina,Hydropower,10-19 years,0.06,2.911208151382824
Bosnia and Herzegovina,Hydropower,20-29 years,0.0,0.0
Bosnia and Herzegovina,Hydropower,30-39 years,0.315,15.283842794759824
Bosnia and Herzegovina,Hydropower,40-49 years,0.874,42.40659873847647
Bosnia and Herzegovina,Hydropower,50+ years,0.812,39.39835031538088
Botswana,Coal,0-9 years,0.0,0.0
Botswana,Coal,10-19 years,0.6,81.9672131147541
Botswana,Coal,20-29 years,0.0,0.0
Botswana,Coal,30-39 years,0.132,18.0327868852459
Botswana,Coal,40-49 years,0.0,0.0
Botswana,Coal,50+ years,0.0,0.0
Botswana,Oil and gas,0-9 years,0.0,0.0
Botswana,Oil and gas,10-19 years,0.07,100.0
Botswana,Oil and gas,20-29 years,0.0,0.0
Botswana,Oil and gas,30-39 years,0.0,0.0
Botswana,Oil and gas,40-49 years,0.0,0.0
Botswana,Oil and gas,50+ years,0.0,0.0
Botswana,Utility-scale solar,0-9 years,0.0183,100.0
Botswana,Utility-scale solar,10-19 years,0.0,0.0
Botswana,Utility-scale solar,20-29 years,0.0,0.0
Botswana,Utility-scale solar,30-39 years,0.0,0.0
Botswana,Utility-scale solar,40-49 years,0.0,0.0
Botswana,Utility-scale solar,50+ years,0.0,0.0
Brazil,Coal,0-9 years,0.345,11.511511511511511
Brazil,Coal,10-19 years,1.795,59.89322655989323
Brazil,Coal,20-29 years,0.363,12.112112112112113
Brazil,Coal,30-39 years,0.0,0.0
Brazil,Coal,40-49 years,0.262,8.742075408742075
Brazil,Coal,50+ years,0.232,7.741074407741075
Brazil,Oil and gas,0-9 years,9.4365,41.295785742418275
Brazil,Oil and gas,10-19 years,7.934699999999999,34.72364447945385
Brazil,Oil and gas,20-29 years,5.2778,23.09658220646799
Brazil,Oil and gas,30-39 years,0.139,0.6082884775283358
Brazil,Oil and gas,40-49 years,0.063,0.27569909413154786
Brazil,Oil and gas,50+ years,0.0,0.0
Brazil,Utility-scale solar,0-9 years,19.299063959999998,99.87610885615197
Brazil,Utility-scale solar,10-19 years,0.02393949,0.12389114384803361
Brazil,Utility-scale solar,20-29 years,0.0,0.0
Brazil,Utility-scale solar,30-39 years,0.0,0.0
Brazil,Utility-scale solar,40-49 years,0.0,0.0
Brazil,Utility-scale solar,50+ years,0.0,0.0
Brazil,Wind,0-9 years,25.8878,77.12093136875218
Brazil,Wind,10-19 years,7.6577,22.812635918946132
Brazil,Wind,20-29 years,0.0223,0.06643271230167005
Brazil,Wind,30-39 years,0.0,0.0
Brazil,Wind,40-49 years,0.0,0.0
Brazil,Wind,50+ years,0.0,0.0
Brazil,Hydropower,0-9 years,13.391,12.394368804435354
Brazil,Hydropower,10-19 years,17.409,16.11332734795124
Brazil,Hydropower,20-29 years,12.866,11.908442165474218
Brazil,Hydropower,30-39 years,8.566,7.928471598744921
Brazil,Hydropower,40-49 years,36.857,34.11390120417249
Brazil,Hydropower,50+ years,18.952,17.541488879221777
Brazil,Nuclear,0-9 years,0.0,0.0
Brazil,Nuclear,10-19 years,0.0,0.0
Brazil,Nuclear,20-29 years,1.35,67.8391959798995
Brazil,Nuclear,30-39 years,0.0,0.0
Brazil,Nuclear,40-49 years,0.64,32.1608040201005
Brazil,Nuclear,50+ years,0.0,0.0
Brazil,Bioenergy,0-9 years,2.861,21.38106270084448
Brazil,Bioenergy,10-19 years,7.493,55.997309618115246
Brazil,Bioenergy,20-29 years,1.476,11.0305657275241
Brazil,Bioenergy,30-39 years,0.632,4.723114864359913
Brazil,Bioenergy,40-49 years,0.45,3.36297735595247
Brazil,Bioenergy,50+ years,0.469,3.5049697332037963
British Indian Ocean Territory,Utility-scale solar,0-9 years,0.0034,100.0
British Indian Ocean Territory,Utility-scale solar,10-19 years,0.0,0.0
British Indian Ocean Territory,Utility-scale solar,20-29 years,0.0,0.0
British Indian Ocean Territory,Utility-scale solar,30-39 years,0.0,0.0
British Indian Ocean Territory,Utility-scale solar,40-49 years,0.0,0.0
British Indian Ocean Territory,Utility-scale solar,50+ years,0.0,0.0
Brunei,Coal,0-9 years,0.22,100.0
Brunei,Coal,10-19 years,0.0,0.0
Brunei,Coal,20-29 years,0.0,0.0
Brunei,Coal,30-39 years,0.0,0.0
Brunei,Coal,40-49 years,0.0,0.0
Brunei,Coal,50+ years,0.0,0.0
Brunei,Oil and gas,0-9 years,0.0,0.0
Brunei,Oil and gas,10-19 years,0.212,100.0
Brunei,Oil and gas,20-29 years,0.0,0.0
Brunei,Oil and gas,30-39 years,0.0,0.0
Brunei,Oil and gas,40-49 years,0.0,0.0
Brunei,Oil and gas,50+ years,0.0,0.0
Brunei,Utility-scale solar,0-9 years,0.0040999999999999995,100.0
Brunei,Utility-scale solar,10-19 years,0.0,0.0
Brunei,Utility-scale solar,20-29 years,0.0,0.0
Brunei,Utility-scale solar,30-39 years,0.0,0.0
Brunei,Utility-scale solar,40-49 years,0.0,0.0
Brunei,Utility-scale solar,50+ years,0.0,0.0
Bulgaria,Coal,0-9 years,0.053,1.1599912453490917
Bulgaria,Coal,10-19 years,0.811,17.750054716568176
Bulgaria,Coal,20-29 years,0.0,0.0
Bulgaria,Coal,30-39 years,0.464,10.155395053622236
Bulgaria,Coal,40-49 years,1.47,32.17334208798424
Bulgaria,Coal,50+ years,1.771,38.761216896476256
Bulgaria,Oil and gas,0-9 years,0.21,27.595269382391592
Bulgaria,Oil and gas,10-19 years,0.093,12.220762155059132
Bulgaria,Oil and gas,20-29 years,0.0,0.0
Bulgaria,Oil and gas,30-39 years,0.0,0.0
Bulgaria,Oil and gas,40-49 years,0.216,28.383705650459923
Bulgaria,Oil and gas,50+ years,0.242,31.800262812089358
Bulgaria,Utility-scale solar,0-9 years,0.9872,73.57467695559433
Bulgaria,Utility-scale solar,10-19 years,0.35456600000000005,26.42532304440566
Bulgaria,Utility-scale solar,20-29 years,0.0,0.0
Bulgaria,Utility-scale solar,30-39 years,0.0,0.0
Bulgaria,Utility-scale solar,40-49 years,0.0,0.0
Bulgaria,Utility-scale solar,50+ years,0.0,0.0
Bulgaria,Wind,0-9 years,0.0,0.0
Bulgaria,Wind,10-19 years,0.608,100.0
Bulgaria,Wind,20-29 years,0.0,0.0
Bulgaria,Wind,30-39 years,0.0,0.0
Bulgaria,Wind,40-49 years,0.0,0.0
Bulgaria,Wind,50+ years,0.0,0.0
Bulgaria,Hydropower,0-9 years,0.0,0.0
Bulgaria,Hydropower,10-19 years,0.085,3.3837579617834392
Bulgaria,Hydropower,20-29 years,0.0,0.0
Bulgaria,Hydropower,30-39 years,0.864,34.394904458598724
Bulgaria,Hydropower,40-49 years,0.148,5.89171974522293
Bulgaria,Hydropower,50+ years,1.415,56.32961783439491
Bulgaria,Nuclear,0-9 years,0.0,0.0
Bulgaria,Nuclear,10-19 years,0.0,0.0
Bulgaria,Nuclear,20-29 years,0.0,0.0
Bulgaria,Nuclear,30-39 years,2.08,100.0
Bulgaria,Nuclear,40-49 years,0.0,0.0
Bulgaria,Nuclear,50+ years,0.0,0.0
Burkina Faso,Oil and gas,0-9 years,0.0549,100.0
Burkina Faso,Oil and gas,10-19 years,0.0,0.0
Burkina Faso,Oil and gas,20-29 years,0.0,0.0
Burkina Faso,Oil and gas,30-39 years,0.0,0.0
Burkina Faso,Oil and gas,40-49 years,0.0,0.0
Burkina Faso,Oil and gas,50+ years,0.0,0.0
Burkina Faso,Utility-scale solar,0-9 years,0.18940509711286088,100.0
Burkina Faso,Utility-scale solar,10-19 years,0.0,0.0
Burkina Faso,Utility-scale solar,20-29 years,0.0,0.0
Burkina Faso,Utility-scale solar,30-39 years,0.0,0.0
Burkina Faso,Utility-scale solar,40-49 years,0.0,0.0
Burkina Faso,Utility-scale solar,50+ years,0.0,0.0
Burundi,Utility-scale solar,0-9 years,0.014,100.0
Burundi,Utility-scale solar,10-19 years,0.0,0.0
Burundi,Utility-scale solar,20-29 years,0.0,0.0
Burundi,Utility-scale solar,30-39 years,0.0,0.0
Burundi,Utility-scale solar,40-49 years,0.0,0.0
Burundi,Utility-scale solar,50+ years,0.0,0.0
Cabo Verde,Utility-scale solar,0-9 years,0.01572230971128609,79.80081103692297
Cabo Verde,Utility-scale solar,10-19 years,0.003979632545931759,20.199188963077034
Cabo Verde,Utility-scale solar,20-29 years,0.0,0.0
Cabo Verde,Utility-scale solar,30-39 years,0.0,0.0
Cabo Verde,Utility-scale solar,40-49 years,0.0,0.0
Cabo Verde,Utility-scale solar,50+ years,0.0,0.0
Cabo Verde,Wind,0-9 years,0.0,0.0
Cabo Verde,Wind,10-19 years,0.0257,100.0
Cabo Verde,Wind,20-29 years,0.0,0.0
Cabo Verde,Wind,30-39 years,0.0,0.0
Cabo Verde,Wind,40-49 years,0.0,0.0
Cabo Verde,Wind,50+ years,0.0,0.0
Cambodia,Coal,0-9 years,1.085,74.5704467353952
Cambodia,Coal,10-19 years,0.37,25.42955326460481
Cambodia,Coal,20-29 years,0.0,0.0
Cambodia,Coal,30-39 years,0.0,0.0
Cambodia,Coal,40-49 years,0.0,0.0
Cambodia,Coal,50+ years,0.0,0.0
Cambodia,Oil and gas,0-9 years,0.8005,100.0
Cambodia,Oil and gas,10-19 years,0.0,0.0
Cambodia,Oil and gas,20-29 years,0.0,0.0
Cambodia,Oil and gas,30-39 years,0.0,0.0
Cambodia,Oil and gas,40-49 years,0.0,0.0
Cambodia,Oil and gas,50+ years,0.0,0.0
Cambodia,Utility-scale solar,0-9 years,0.48205196541786743,100.0
Cambodia,Utility-scale solar,10-19 years,0.0,0.0
Cambodia,Utility-scale solar,20-29 years,0.0,0.0
Cambodia,Utility-scale solar,30-39 years,0.0,0.0
Cambodia,Utility-scale solar,40-49 years,0.0,0.0
Cambodia,Utility-scale solar,50+ years,0.0,0.0
Cambodia,Hydropower,0-9 years,0.4,30.81664098613251
Cambodia,Hydropower,10-19 years,0.898,69.18335901386749
Cambodia,Hydropower,20-29 years,0.0,0.0
Cambodia,Hydropower,30-39 years,0.0,0.0
Cambodia,Hydropower,40-49 years,0.0,0.0
Cambodia,Hydropower,50+ years,0.0,0.0
Cameroon,Oil and gas,0-9 years,0.0,0.0
Cameroon,Oil and gas,10-19 years,0.364,100.0
Cameroon,Oil and gas,20-29 years,0.0,0.0
Cameroon,Oil and gas,30-39 years,0.0,0.0
Cameroon,Oil and gas,40-49 years,0.0,0.0
Cameroon,Oil and gas,50+ years,0.0,0.0
Cameroon,Utility-scale solar,0-9 years,0.054333858267716535,100.0
Cameroon,Utility-scale solar,10-19 years,0.0,0.0
Cameroon,Utility-scale solar,20-29 years,0.0,0.0
Cameroon,Utility-scale solar,30-39 years,0.0,0.0
Cameroon,Utility-scale solar,40-49 years,0.0,0.0
Cameroon,Utility-scale solar,50+ years,0.0,0.0
Cameroon,Hydropower,0-9 years,0.631,45.89090909090909
Cameroon,Hydropower,10-19 years,0.0,0.0
Cameroon,Hydropower,20-29 years,0.0,0.0
Cameroon,Hydropower,30-39 years,0.0,0.0
Cameroon,Hydropower,40-49 years,0.468,34.03636363636364
Cameroon,Hydropower,50+ years,0.276,20.072727272727274
Canada,Coal,0-9 years,0.0,0.0
Canada,Coal,10-19 years,0.11,3.570501168527655
Canada,Coal,20-29 years,0.0,0.0
Canada,Coal,30-39 years,1.113,36.12698000519345
Canada,Coal,40-49 years,1.5557999999999998,50.49987016359386
Canada,Coal,50+ years,0.302,9.802648662685016
Canada,Oil and gas,0-9 years,8.4382,29.941275614299656
Canada,Oil and gas,10-19 years,7.303,25.91324403441852
Canada,Oil and gas,20-29 years,6.6384,23.555043023152663
Canada,Oil and gas,30-39 years,1.57,5.57083296371862
Canada,Oil and gas,40-49 years,3.216,11.41133682249623
Canada,Oil and gas,50+ years,1.0169000000000001,3.608267541914309
Canada,Utility-scale solar,0-9 years,2.1206826875,79.77641721371667
Canada,Utility-scale solar,10-19 years,0.5376000000000001,20.223582786283334
Canada,Utility-scale solar,20-29 years,0.0,0.0
Canada,Utility-scale solar,30-39 years,0.0,0.0
Canada,Utility-scale solar,40-49 years,0.0,0.0
Canada,Utility-scale solar,50+ years,0.0,0.0
Canada,Wind,0-9 years,6.025,35.888730045270435
Canada,Wind,10-19 years,10.266,61.15082201572552
Canada,Wind,20-29 years,0.497,2.960447939004051
Canada,Wind,30-39 years,0.0,0.0
Canada,Wind,40-49 years,0.0,0.0
Canada,Wind,50+ years,0.0,0.0
Canada,Hydropower,0-9 years,2.44,3.0849369105115434
Canada,Hydropower,10-19 years,4.192,5.300022757731307
Canada,Hydropower,20-29 years,2.34,2.958505069916808
Canada,Hydropower,30-39 years,7.303,9.233317318633524
Canada,Hydropower,40-49 years,17.385,21.980175487394746
Canada,Hydropower,50+ years,45.434,57.443042455812076
Canada,Nuclear,0-9 years,0.0,0.0
Canada,Nuclear,10-19 years,0.0,0.0
Canada,Nuclear,20-29 years,0.0,0.0
Canada,Nuclear,30-39 years,6.02,41.15113815024951
Canada,Nuclear,40-49 years,7.525,51.43892268781188
Canada,Nuclear,50+ years,1.084,7.409939161938615
Canada,Bioenergy,0-9 years,0.156,16.182572614107883
Canada,Bioenergy,10-19 years,0.206,21.369294605809127
Canada,Bioenergy,20-29 years,0.134,13.900414937759336
Canada,Bioenergy,30-39 years,0.23,23.858921161825727
Canada,Bioenergy,40-49 years,0.205,21.265560165975103
Canada,Bioenergy,50+ years,0.033,3.423236514522822
Canada,Geothermal,0-9 years,0.005,100.0
Canada,Geothermal,10-19 years,0.0,0.0
Canada,Geothermal,20-29 years,0.0,0.0
Canada,Geothermal,30-39 years,0.0,0.0
Canada,Geothermal,40-49 years,0.0,0.0
Canada,Geothermal,50+ years,0.0,0.0
Cayman Islands,Utility-scale solar,0-9 years,0.004,100.0
Cayman Islands,Utility-scale solar,10-19 years,0.0,0.0
Cayman Islands,Utility-scale solar,20-29 years,0.0,0.0
Cayman Islands,Utility-scale solar,30-39 years,0.0,0.0
Cayman Islands,Utility-scale solar,40-49 years,0.0,0.0
Cayman Islands,Utility-scale solar,50+ years,0.0,0.0
Central African Republic,Oil and gas,0-9 years,0.05,100.0
Central African Republic,Oil and gas,10-19 years,0.0,0.0
Central African Republic,Oil and gas,20-29 years,0.0,0.0
Central African Republic,Oil and gas,30-39 years,0.0,0.0
Central African Republic,Oil and gas,40-49 years,0.0,0.0
Central African Republic,Oil and gas,50+ years,0.0,0.0
Central African Republic,Utility-scale solar,0-9 years,0.03531692913385827,100.0
Central African Republic,Utility-scale solar,10-19 years,0.0,0.0
Central African Republic,Utility-scale solar,20-29 years,0.0,0.0
Central African Republic,Utility-scale solar,30-39 years,0.0,0.0
Central African Republic,Utility-scale solar,40-49 years,0.0,0.0
Central African Republic,Utility-scale solar,50+ years,0.0,0.0
Chile,Coal,0-9 years,0.925,24.17668583376895
Chile,Coal,10-19 years,2.263,59.147935180345016
Chile,Coal,20-29 years,0.486,12.702561421850497
Chile,Coal,30-39 years,0.152,3.972817564035546
Chile,Coal,40-49 years,0.0,0.0
Chile,Coal,50+ years,0.0,0.0
Chile,Oil and gas,0-9 years,1.1458,16.8341560883874
Chile,Oil and gas,10-19 years,2.004,29.442877291960514
Chile,Oil and gas,20-29 years,3.5566,52.25376116596146
Chile,Oil and gas,30-39 years,0.0,0.0
Chile,Oil and gas,40-49 years,0.0,0.0
Chile,Oil and gas,50+ years,0.1,1.4692054536906443
Chile,Utility-scale solar,0-9 years,8.62908153763441,92.87043418947101
Chile,Utility-scale solar,10-19 years,0.6624455376344086,7.129565810528978
Chile,Utility-scale solar,20-29 years,0.0,0.0
Chile,Utility-scale solar,30-39 years,0.0,0.0
Chile,Utility-scale solar,40-49 years,0.0,0.0
Chile,Utility-scale solar,50+ years,0.0,0.0
Chile,Wind,0-9 years,3.9338,81.36427566807313
Chile,Wind,10-19 years,0.901,18.635724331926863
Chile,Wind,20-29 years,0.0,0.0
Chile,Wind,30-39 years,0.0,0.0
Chile,Wind,40-49 years,0.0,0.0
Chile,Wind,50+ years,0.0,0.0
Chile,Hydropower,0-9 years,0.06,1.0420284821118444
Chile,Hydropower,10-19 years,0.943,16.377214310524487
Chile,Hydropower,20-29 years,1.475,25.61653351858284
Chile,Hydropower,30-39 years,1.072,18.617575547064952
Chile,Hydropower,40-49 years,0.889,15.439388676623828
Chile,Hydropower,50+ years,1.319,22.907259465092046
Chile,Bioenergy,0-9 years,0.166,18.24175824175824
Chile,Bioenergy,10-19 years,0.44,48.35164835164835
Chile,Bioenergy,20-29 years,0.304,33.4065934065934
Chile,Bioenergy,30-39 years,0.0,0.0
Chile,Bioenergy,40-49 years,0.0,0.0
Chile,Bioenergy,50+ years,0.0,0.0
Chile,Geothermal,0-9 years,0.081,100.0
Chile,Geothermal,10-19 years,0.0,0.0
Chile,Geothermal,20-29 years,0.0,0.0
Chile,Geothermal,30-39 years,0.0,0.0
Chile,Geothermal,40-49 years,0.0,0.0
Chile,Geothermal,50+ years,0.0,0.0
China,Coal,0-9 years,371.8618,31.364628872525234
China,Coal,10-19 years,606.1831999999999,51.128432919863606
China,Coal,20-29 years,164.5488,13.87884435405675
China,Coal,30-39 years,39.345,3.3185482428942836
China,Coal,40-49 years,3.545,0.29900250402999706
China,Coal,50+ years,0.125,0.010543106630112731
China,Oil and gas,0-9 years,99.07294,60.7599062018035
China,Oil and gas,10-19 years,52.14,31.97665789833263
China,Oil and gas,20-29 years,11.6425,7.14016569968043
China,Oil and gas,30-39 years,0.201,0.12327020018344569
China,Oil and gas,40-49 years,0.0,0.0
China,Oil and gas,50+ years,0.0,0.0
China,Utility-scale solar,0-9 years,378.21503987796314,92.0313679213331
China,Utility-scale solar,10-19 years,32.748144110842844,7.968632078666895
China,Utility-scale solar,20-29 years,0.0,0.0
China,Utility-scale solar,30-39 years,0.0,0.0
China,Utility-scale solar,40-49 years,0.0,0.0
China,Utility-scale solar,50+ years,0.0,0.0
China,Wind,0-9 years,298.31190000000004,71.5092451317283
China,Wind,10-19 years,118.63510000000001,28.43837757436797
China,Wind,20-29 years,0.2185,0.052377293903738444
China,Wind,30-39 years,0.0,0.0
China,Wind,40-49 years,0.0,0.0
China,Wind,50+ years,0.0,0.0
China,Hydropower,0-9 years,115.414,32.614617714879955
China,Hydropower,10-19 years,167.076,47.21368178324366
China,Hydropower,20-29 years,34.697,9.804957724827055
China,Hydropower,30-39 years,21.011,5.937457611791834
China,Hydropower,40-49 years,6.415,1.8128023692182484
China,Hydropower,50+ years,9.259,2.6164827960392456
China,Nuclear,0-9 years,31.651,54.444903154780334
China,Nuclear,10-19 years,19.449,33.45546496026422
China,Nuclear,20-29 years,4.736,8.146695565417827
China,Nuclear,30-39 years,2.298,3.9529363195376197
China,Nuclear,40-49 years,0.0,0.0
China,Nuclear,50+ years,0.0,0.0
China,Bioenergy,0-9 years,16.0965,84.80545823345011
China,Bioenergy,10-19 years,2.884,15.194541766549879
China,Bioenergy,20-29 years,0.0,0.0
China,Bioenergy,30-39 years,0.0,0.0
China,Bioenergy,40-49 years,0.0,0.0
China,Bioenergy,50+ years,0.0,0.0
Colombia,Coal,0-9 years,0.443,26.913730255164037
Colombia,Coal,10-19 years,0.164,9.963547995139733
Colombia,Coal,20-29 years,0.165,10.024301336573512
Colombia,Coal,30-39 years,0.211,12.818955042527339
Colombia,Coal,40-49 years,0.514,31.227217496962332
Colombia,Coal,50+ years,0.149,9.05224787363305
Colombia,Oil and gas,0-9 years,1.018,23.635941490596704
Colombia,Oil and gas,10-19 years,0.45,10.448107731599722
Colombia,Oil and gas,20-29 years,2.249,52.21732064081728
Colombia,Oil and gas,30-39 years,0.26,6.036684467146506
Colombia,Oil and gas,40-49 years,0.264,6.129556535871837
Colombia,Oil and gas,50+ years,0.066,1.5323891339679592
Colombia,Utility-scale solar,0-9 years,3.35917193,100.0
Colombia,Utility-scale solar,10-19 years,0.0,0.0
Colombia,Utility-scale solar,20-29 years,0.0,0.0
Colombia,Utility-scale solar,30-39 years,0.0,0.0
Colombia,Utility-scale solar,40-49 years,0.0,0.0
Colombia,Utility-scale solar,50+ years,0.0,0.0
Colombia,Wind,0-9 years,0.08990000000000001,100.0
Colombia,Wind,10-19 years,0.0,0.0
Colombia,Wind,20-29 years,0.0,0.0
Colombia,Wind,30-39 years,0.0,0.0
Colombia,Wind,40-49 years,0.0,0.0
Colombia,Wind,50+ years,0.0,0.0
Colombia,Hydropower,0-9 years,1.255,10.391653556346775
Colombia,Hydropower,10-19 years,2.144,17.75275316717728
Colombia,Hydropower,20-29 years,1.141,9.44771052413679
Colombia,Hydropower,30-39 years,2.746,22.73743479340896
Colombia,Hydropower,40-49 years,2.065,17.098617206259835
Colombia,Hydropower,50+ years,2.726,22.571830752670365
Colombia,Bioenergy,0-9 years,0.035,49.29577464788733
Colombia,Bioenergy,10-19 years,0.036,50.70422535211267
Colombia,Bioenergy,20-29 years,0.0,0.0
Colombia,Bioenergy,30-39 years,0.0,0.0
Colombia,Bioenergy,40-49 years,0.0,0.0
Colombia,Bioenergy,50+ years,0.0,0.0
Comoros,Utility-scale solar,0-9 years,0.0026,100.0
Comoros,Utility-scale solar,10-19 years,0.0,0.0
Comoros,Utility-scale solar,20-29 years,0.0,0.0
Comoros,Utility-scale solar,30-39 years,0.0,0.0
Comoros,Utility-scale solar,40-49 years,0.0,0.0
Comoros,Utility-scale solar,50+ years,0.0,0.0
Cook Islands,Utility-scale solar,0-9 years,0.0010297654867256639,100.0
Cook Islands,Utility-scale solar,10-19 years,0.0,0.0
Cook Islands,Utility-scale solar,20-29 years,0.0,0.0
Cook Islands,Utility-scale solar,30-39 years,0.0,0.0
Cook Islands,Utility-scale solar,40-49 years,0.0,0.0
Cook Islands,Utility-scale solar,50+ years,0.0,0.0
Costa Rica,Oil and gas,0-9 years,0.0,0.0
Costa Rica,Oil and gas,10-19 years,0.2024,100.0
Costa Rica,Oil and gas,20-29 years,0.0,0.0
Costa Rica,Oil and gas,30-39 years,0.0,0.0
Costa Rica,Oil and gas,40-49 years,0.0,0.0
Costa Rica,Oil and gas,50+ years,0.0,0.0
Costa Rica,Utility-scale solar,0-9 years,0.0172,100.0
Costa Rica,Utility-scale solar,10-19 years,0.0,0.0
Costa Rica,Utility-scale solar,20-29 years,0.0,0.0
Costa Rica,Utility-scale solar,30-39 years,0.0,0.0
Costa Rica,Utility-scale solar,40-49 years,0.0,0.0
Costa Rica,Utility-scale solar,50+ years,0.0,0.0
Costa Rica,Wind,0-9 years,0.042,13.341804320203304
Costa Rica,Wind,10-19 years,0.199,63.21473951715375
Costa Rica,Wind,20-29 years,0.07379999999999999,23.443456162642946
Costa Rica,Wind,30-39 years,0.0,0.0
Costa Rica,Wind,40-49 years,0.0,0.0
Costa Rica,Wind,50+ years,0.0,0.0
Costa Rica,Hydropower,0-9 years,0.355,21.819299323909036
Costa Rica,Hydropower,10-19 years,0.365,22.433927473878303
Costa Rica,Hydropower,20-29 years,0.237,14.566687154271666
Costa Rica,Hydropower,30-39 years,0.0,0.0
Costa Rica,Hydropower,40-49 years,0.331,20.344191763982792
Costa Rica,Hydropower,50+ years,0.339,20.835894283958208
Costa Rica,Geothermal,0-9 years,0.055,21.73913043478261
Costa Rica,Geothermal,10-19 years,0.035,13.83399209486166
Costa Rica,Geothermal,20-29 years,0.103,40.71146245059288
Costa Rica,Geothermal,30-39 years,0.06,23.715415019762844
Costa Rica,Geothermal,40-49 years,0.0,0.0
Costa Rica,Geothermal,50+ years,0.0,0.0
Croatia,Coal,0-9 years,0.0,0.0
Croatia,Coal,10-19 years,0.0,0.0
Croatia,Coal,20-29 years,0.217,100.0
Croatia,Coal,30-39 years,0.0,0.0
Croatia,Coal,40-49 years,0.0,0.0
Croatia,Coal,50+ years,0.0,0.0
Croatia,Oil and gas,0-9 years,0.385,27.09740990990991
Croatia,Oil and gas,10-19 years,0.1,7.038288288288289
Croatia,Oil and gas,20-29 years,0.24780000000000002,17.44087837837838
Croatia,Oil and gas,30-39 years,0.0,0.0
Croatia,Oil and gas,40-49 years,0.688,48.42342342342342
Croatia,Oil and gas,50+ years,0.0,0.0
Croatia,Utility-scale solar,0-9 years,0.005655,100.0
Croatia,Utility-scale solar,10-19 years,0.0,0.0
Croatia,Utility-scale solar,20-29 years,0.0,0.0
Croatia,Utility-scale solar,30-39 years,0.0,0.0
Croatia,Utility-scale solar,40-49 years,0.0,0.0
Croatia,Utility-scale solar,50+ years,0.0,0.0
Croatia,Wind,0-9 years,0.529,62.30859835100118
